Scenario,Environment,Interference,Time,True_X,True_Y,True_Z,Est_X,Est_Y,Est_Z,Error
OPEN_AREA_PULSE,OPEN_AREA,PULSE,63.0,952.090,694.183,100.000,958.786,693.274,99.188,6.806
OPEN_AREA_PULSE,OPEN_AREA,PULSE,64.0,958.016,713.285,100.000,965.607,713.313,99.349,7.619
OPEN_AREA_PULSE,OPEN_AREA,PULSE,65.0,963.558,732.501,100.000,971.316,732.267,99.201,7.803
OPEN_AREA_PULSE,OPEN_AREA,PULSE,66.0,968.715,751.825,100.000,977.125,750.520,99.194,8.549
OPEN_AREA_PULSE,OPEN_AREA,PULSE,67.0,973.485,771.247,100.000,982.738,769.400,97.666,9.721
OPEN_AREA_PULSE,OPEN_AREA,PULSE,68.0,977.865,790.761,100.000,986.553,788.340,98.063,9.225
OPEN_AREA_PULSE,OPEN_AREA,PULSE,69.0,981.854,810.359,100.000,990.616,808.247,97.488,9.357
OPEN_AREA_PULSE,OPEN_AREA,PULSE,70.0,985.450,830.033,100.000,993.003,828.566,97.495,8.092
OPEN_AREA_PULSE,OPEN_AREA,PULSE,71.0,988.652,849.775,100.000,996.701,848.555,98.021,8.379
OPEN_AREA_PULSE,OPEN_AREA,PULSE,72.0,991.458,869.576,100.000,999.288,868.987,98.633,7.970
OPEN_AREA_PULSE,OPEN_AREA,PULSE,73.0,993.868,889.430,100.000,1001.096,888.642,99.460,7.291
OPEN_AREA_PULSE,OPEN_AREA,PULSE,74.0,995.881,909.328,100.000,1003.439,907.623,98.893,7.827
OPEN_AREA_PULSE,OPEN_AREA,PULSE,75.0,997.495,929.263,100.000,1004.986,927.901,99.565,7.626
OPEN_AREA_PULSE,OPEN_AREA,PULSE,76.0,998.710,949.226,100.000,1006.570,947.909,99.712,7.975
OPEN_AREA_PULSE,OPEN_AREA,PULSE,77.0,999.526,969.209,100.000,1006.945,967.816,98.452,7.706
OPEN_AREA_PULSE,OPEN_AREA,PULSE,78.0,999.942,989.204,100.000,1008.453,988.445,98.271,8.718
OPEN_AREA_PULSE,OPEN_AREA,PULSE,79.0,999.958,1009.204,100.000,1007.878,1009.341,98.725,8.024
OPEN_AREA_PULSE,OPEN_AREA,PULSE,80.0,999.574,1029.200,100.000,1008.070,1030.079,99.137,8.585
OPEN_AREA_PULSE,OPEN_AREA,PULSE,81.0,998.790,1049.184,100.000,1007.930,1050.022,99.540,9.191
OPEN_AREA_PULSE,OPEN_AREA,PULSE,82.0,997.606,1069.148,100.000,1006.932,1070.275,99.637,9.401
OPEN_AREA_PULSE,OPEN_AREA,PULSE,83.0,996.024,1089.085,100.000,1004.738,1091.550,99.836,9.058
OPEN_AREA_PULSE,OPEN_AREA,PULSE,84.0,994.043,1108.987,100.000,1002.749,1111.236,99.964,8.992
OPEN_AREA_PULSE,OPEN_AREA,PULSE,85.0,991.665,1128.844,100.000,1000.367,1131.828,99.613,9.207
OPEN_AREA_PULSE,OPEN_AREA,PULSE,86.0,988.890,1148.651,100.000,997.256,1151.301,99.951,8.776
OPEN_AREA_PULSE,OPEN_AREA,PULSE,87.0,985.719,1168.397,100.000,994.267,1170.665,99.818,8.846
OPEN_AREA_PULSE,OPEN_AREA,PULSE,88.0,982.154,1188.077,100.000,990.953,1190.074,100.285,9.027
OPEN_AREA_PULSE,OPEN_AREA,PULSE,89.0,978.197,1207.681,100.000,986.874,1209.981,100.759,9.009
OPEN_AREA_PULSE,OPEN_AREA,PULSE,90.0,973.848,1227.202,100.000,982.955,1230.209,100.386,9.599
OPEN_AREA_PULSE,OPEN_AREA,PULSE,91.0,969.109,1246.632,100.000,979.037,1249.738,100.355,10.409
OPEN_AREA_PULSE,OPEN_AREA,PULSE,92.0,963.983,1265.964,100.000,973.563,1268.696,100.164,9.964
OPEN_AREA_PULSE,OPEN_AREA,PULSE,93.0,958.471,1285.189,100.000,967.274,1287.739,100.342,9.171
OPEN_AREA_PULSE,OPEN_AREA,PULSE,94.0,952.576,1304.300,100.000,960.840,1306.324,99.323,8.535
OPEN_AREA_PULSE,OPEN_AREA,PULSE,95.0,946.300,1323.290,100.000,953.966,1325.920,98.966,8.171
OPEN_AREA_PULSE,OPEN_AREA,PULSE,96.0,939.645,1342.150,100.000,946.193,1344.593,98.721,7.105
OPEN_AREA_PULSE,OPEN_AREA,PULSE,97.0,932.615,1360.873,100.000,939.097,1364.528,98.584,7.575
OPEN_AREA_PULSE,OPEN_AREA,PULSE,98.0,925.212,1379.452,100.000,931.413,1383.544,99.253,7.467
OPEN_AREA_PULSE,OPEN_AREA,PULSE,99.0,917.438,1397.879,100.000,924.901,1402.652,99.950,8.859
OPEN_AREA_PULSE,OPEN_AREA,PULSE,100.0,909.297,1416.147,100.000,917.319,1419.963,99.185,8.921
